pair,Question A,Question B,pApB,pAB,Lift,Leverage
"('QN53', 'QN83')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",students who attended physical education classes on 1 or more days (in an average week when they were in school),0.008234013920055246,0.011072708653353814,1.3447522388059703,0.0028386947332985687
"('QN53', 'QN84')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",students who played on at least one sports team (run by their school or community groups during the 12 months before the survey),0.013373103702497686,0.013888888888888888,1.038568846684025,0.0005157851863912023
"('QN53', 'QN85')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",students who were ever tested for HIV (not including tests done when donating blood),0.016293925555731212,0.016577060931899642,1.0173767441860466,0.00028313537616843007
"('QN53', 'QN86')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who saw a dentist (for a check-up, exam, teeth cleaning, or other dental work during the 12 months before the survey)",0.014376752165389991,0.013376856118791603,0.9304504915230091,-0.0009998960465983885
"('QN53', 'QN87')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",students who had ever been told by a doctor or nurse that they had asthma,0.003109261972796981,0.008576548899129545,2.7583873517786563,0.0054672869263325645
"('QN53', 'QN88')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",students who had 8 or more hours of sleep (on an average school night),0.021723868566195504,0.013376856118791603,0.6157676786724496,-0.008347012447403901
"('QN53', 'QN89')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",students who made mostly A's or B's in school (during the 12 months before the survey),0.006615886806412548,0.008832565284178187,1.3350538699690402,0.0022166784777656384
"('QN53', 'QN90')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who usually used marijuana by smoking it in a joint, bong, pipe, or blunt (during the 30 days before the survey, among students who used marijuana)",0.008369199223220332,0.007040450588837685,0.8412334801762115,-0.0013287486343826465
"('QN53', 'QN91')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who used hallucinogenic drugs (such as LSD, acid, PCP, angel dust, mescaline, or mushrooms, one or more times during their life)",0.021140113847982634,0.013056835637480798,0.6176331750799341,-0.008083278210501836
"('QN53', 'QN92')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who did not drink a can, bottle, or glass of a sports drink (such as Gatorade or PowerAde, not including low-calorie sports drinks such as Propel or G2, during the 7 days before the survey)",0.004893298322142284,0.01228878648233487,2.511350355797405,0.007395488160192585
"('QN53', 'QN93')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who did not drink a bottle or glass of plain water (including tap, bottled, and unflavored sparkling water, during the 7 days before the survey)",0.0015566792485676583,0.014848950332821301,9.538863157894738,0.013292271084253644
"('QN53', 'QN94')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who have to avoid some foods because eating the food could cause an allergic reaction (such as skin rashes, swelling, itching, vomiting, coughing, or trouble breathing)",0.009295013723684254,0.006784434203789043,0.7299003966505069,-0.0025105795198952117
"('QN53', 'QN95')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who did exercises to strengthen or tone their muscles (such as push-ups, sit-ups, or weight lifting, on three or more days during the 7 days before the survey)",0.0008356909650205324,0.002304147465437788,2.7571764705882353,0.0014684565004172557
"('QN53', 'QN96')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who used an indoor tanning device (such as a sunlamp, sunbed, or tanning booth [not including getting a spray-on tan], one or more times during the 12 months before the survey)",0.00359470010688979,0.005120327700972862,1.4244102564102565,0.0015256275940830721
"('QN53', 'QN97')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who had a sunburn (including even a small part of the skin turning red or hurting for 12 hours or more after being outside in the sun or after using a sunlamp or other indoor tanning device, one or more times during the 12 months before the survey)",0.01219944947956444,0.012160778289810548,0.9968300873069174,-3.867118975389196e-05
"('QN53', 'QN98')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)","students who have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional problem)",0.0015546309863984904,0.006336405529953917,4.075826086956522,0.004781774543555427
"('QN53', 'QN99')","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",students who speak English well or very well,0.011871727532497564,0.012864823348694316,1.0836521739130434,0.000993095816196752
"('QN54', 'QN55')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",0.005500222982012784,0.0329621095750128,5.992867867867867,0.027461886593000015
"('QN54', 'QN56')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",0.00210240183482342,0.01708909370199693,8.128367003367002,0.01498669186717351
"('QN54', 'QN57')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who ever took prescription drugs without a doctor's prescription (such as OxyContin, Percocet, Vicodin, codeine, Adderall, Ritalin, or Xanax, one or more times during their life)",0.009407717301280554,0.04109062980030722,4.367757712565839,0.03168291249902667
"('QN54', 'QN58')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who ever injected any illegal drug (used a needle to inject any illegal drug into their body one or more times during their life),0.0010087281530718427,0.012224782386072709,12.119005847953217,0.011216054233000866
"('QN54', 'QN59')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who were offered, sold, or given an illegal drug on school property (during the 12 months before the survey)",0.01233479864370306,0.02624167946748592,2.1274509803921564,0.013906880823782858
"('QN54', 'QN60')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who ever had sexual intercourse,0.021087727494743996,0.03885048643113159,1.842326843459774,0.017762758936387596
"('QN54', 'QN61')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who had sexual intercourse before age 13 years (for the first time),0.0023076868624661104,0.00992063492063492,4.298951942740286,0.00761294805816881
"('QN54', 'QN62')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who had sexual intercourse with four or more persons (during their life),0.005687811024513864,0.021121351766513058,3.7134411947728685,0.015433540741999194
"('QN54', 'QN63')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who were currently sexually active (sexual intercourse with at least one person during the 3 months before the survey),0.015233564809898988,0.03110599078341014,2.0419377323420074,0.01587242597351115
"('QN54', 'QN64')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who drank alcohol or used drugs before last sexual intercourse (among students who were currently sexually active),0.0031925361195466744,0.015937019969278033,4.9919623059866955,0.012744483849731359
"('QN54', 'QN65')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who used a condom (during last sexual intercourse among students who were currently sexually active),0.008264492061132465,0.01318484383000512,1.5953604568165596,0.004920351768872655
"('QN54', 'QN66')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who used birth control pills (before last sexual intercourse to prevent pregnancy among students who were currently sexually active),0.0025165112871371235,0.0056323604710701485,2.238162212845757,0.003115849183933025
"('QN54', 'QN69')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who described themselves as slightly or very overweight,0.028162982154360184,0.04627496159754224,1.6431129822797537,0.018111979443182057
"('QN54', 'QN70')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who were trying to lose weight,0.00441008869728953,0.008832565284178187,2.0028089887640443,0.0044224765868886564
"('QN54', 'QN71')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who did not drink fruit juice (100% fruit juices one or more times during the 7 days before the survey),0.01773945790595114,0.016897081413210446,0.9525139664804471,-0.0008423764927406943
"('QN54', 'QN72')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who did not eat fruit (one or more times during the 7 days before the survey),0.023629014561079374,0.019521249359959036,0.8261558817655282,-0.0041077652011203385
"('QN54', 'QN73')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who did not eat salad (during the 7 days before the survey),0.012940035535546165,0.011904761904761904,0.9199945295404812,-0.0010352736307842614
"('QN54', 'QN74')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who did not eat potatoes (during the 7 days before the survey),0.0058152293175334656,0.00819252432155658,1.4088050314465408,0.002377295004023114
"('QN54', 'QN75')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who did not eat carrots (during the 7 days before the survey),0.021795606900408448,0.01875320020481311,0.8604119302803941,-0.0030424066955953392
"('QN54', 'QN76')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who did not eat other vegetables (during the 7 days before the survey),0.01813940977015156,0.014592933947772658,0.8044878048780487,-0.0035464758223789014
"('QN54', 'QN77')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who did not drink a can, bottle, or glass of soda or pop (not including diet soda or diet pop, during the 7 days before the survey)",0.028318715623606362,0.023681515616999486,0.8362496354622339,-0.004637200006606876
"('QN54', 'QN78')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who did not drink milk (during the 7 days before the survey),0.010975670184827313,0.011712749615975423,1.067155756207675,0.0007370794311481101
"('QN54', 'QN79')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who did not eat breakfast (during the 7 days before the survey),0.0132161085037553,0.009216589861751152,0.6973754686663096,-0.003999518642004148
"('QN54', 'QN80')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who were physically active at least 60 minutes per day on 5 or more days (doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey),0.010023572384208626,0.010176651305683564,1.0152718926553672,0.00015307892147493722
"('QN54', 'QN81')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who watched television 3 or more hours per day (on an average school day),0.006933678778483298,0.011072708653353814,1.5969457206057511,0.004139029874870516
"('QN54', 'QN82')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who played video or computer games or used a computer 3 or more hours per day (for something that was not school work on an average school day),0.024981064225898478,0.023681515616999486,0.9479786530650797,-0.0012995486088989913
"('QN54', 'QN83')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who attended physical education classes on 1 or more days (in an average week when they were in school),0.014228376053855464,0.01728110599078341,1.2145522388059704,0.0030527299369279472
"('QN54', 'QN84')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who played on at least one sports team (run by their school or community groups during the 12 months before the survey),0.023108723197916004,0.02304147465437788,0.9970899065706846,-6.724854353812315e-05
"('QN54', 'QN85')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who were ever tested for HIV (not including tests done when donating blood),0.028155903360303536,0.028481822836661546,1.0115755290173896,0.0003259194763580095
"('QN54', 'QN86')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who saw a dentist (for a check-up, exam, teeth cleaning, or other dental work during the 12 months before the survey)",0.024843027741793908,0.022401433691756272,0.9017191432777698,-0.0024415940500376355
"('QN54', 'QN87')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who had ever been told by a doctor or nurse that they had asthma,0.005372804688993184,0.013824884792626729,2.5731225296442686,0.008452080103633545
"('QN54', 'QN88')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who had 8 or more hours of sleep (on an average school night),0.03753884488238584,0.028993855606758833,0.772369413539506,-0.008544989275627007
"('QN54', 'QN89')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who made mostly A's or B's in school (during the 12 months before the survey),0.011432252401480884,0.014592933947772658,1.2764705882352942,0.0031606815462917742
"('QN54', 'QN90')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who usually used marijuana by smoking it in a joint, bong, pipe, or blunt (during the 30 days before the survey, among students who used marijuana)",0.014461976257724735,0.01062467997951869,0.7346630771740904,-0.0038372962782060455
"('QN54', 'QN91')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who used hallucinogenic drugs (such as LSD, acid, PCP, angel dust, mescaline, or mushrooms, one or more times during their life)",0.03653011672931399,0.026881720430107527,0.7358783063656623,-0.009648396299206465
"('QN54', 'QN92')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who did not drink a can, bottle, or glass of a sports drink (such as Gatorade or PowerAde, not including low-calorie sports drinks such as Propel or G2, during the 7 days before the survey)",0.008455619500661869,0.021825396825396824,2.581170643225896,0.013369777324734955
"('QN54', 'QN93')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who did not drink a bottle or glass of plain water (including tap, bottled, and unflavored sparkling water, during the 7 days before the survey)",0.002689941741524914,0.02540962621607783,9.446162280701754,0.022719684474552915
"('QN54', 'QN94')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who have to avoid some foods because eating the food could cause an allergic reaction (such as skin rashes, swelling, itching, vomiting, coughing, or trouble breathing)",0.016061783714526393,0.011008704557091653,0.6853973850448069,-0.005053079157434739
"('QN54', 'QN95')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who did exercises to strengthen or tone their muscles (such as push-ups, sit-ups, or weight lifting, on three or more days during the 7 days before the survey)",0.00144407398755548,0.002624167946748592,1.8171977124183007,0.001180093959193112
"('QN54', 'QN96')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who used an indoor tanning device (such as a sunlamp, sunbed, or tanning booth [not including getting a spray-on tan], one or more times during the 12 months before the survey)",0.006211641784705558,0.008960573476702509,1.4425451092117758,0.0027489316919969507
"('QN54', 'QN97')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who had a sunburn (including even a small part of the skin turning red or hurting for 12 hours or more after being outside in the sun or after using a sunlamp or other indoor tanning device, one or more times during the 12 months before the survey)",0.021080648700687352,0.021825396825396824,1.035328520259682,0.0007447481247094719
"('QN54', 'QN98')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)","students who have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional problem)",0.002686402344496592,0.008320532514080901,3.097277119016249,0.0056341301695843095
"('QN54', 'QN99')","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",students who speak English well or very well,0.02051434517615579,0.020993343573988736,1.0233494363929145,0.000478998397832945
"('QN55', 'QN56')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",0.0037814033001337894,0.02233742959549411,5.9071799071799065,0.018556026295360323
"('QN55', 'QN57')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who ever took prescription drugs without a doctor's prescription (such as OxyContin, Percocet, Vicodin, codeine, Adderall, Ritalin, or Xanax, one or more times during their life)",0.01692082486827544,0.059587813620071685,3.521566713440303,0.042666988751796246
"('QN55', 'QN58')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who ever injected any illegal drug (used a needle to inject any illegal drug into their body one or more times during their life),0.0018143096642056057,0.012032770097286226,6.632147937411096,0.01021846043308062
"('QN55', 'QN59')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who were offered, sold, or given an illegal drug on school property (during the 12 months before the survey)",0.022185505893882584,0.0445468509984639,2.0079258598627323,0.022361345104581317
"('QN55', 'QN60')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who ever had sexual intercourse,0.03792862098012982,0.06989247311827956,1.8427369968155467,0.03196385213814974
"('QN55', 'QN61')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who had sexual intercourse before age 13 years (for the first time),0.004150631231796684,0.013696876600102407,3.299950257005472,0.009546245368305723
"('QN55', 'QN62')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who had sexual intercourse with four or more persons (during their life),0.010230160106590907,0.0314900153609831,3.078154694831733,0.021259855254392196
"('QN55', 'QN63')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who were currently sexually active (sexual intercourse with at least one person during the 3 months before the survey),0.027399258928915537,0.05542754736303123,2.022957902140058,0.028028288434115693
"('QN55', 'QN64')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who drank alcohol or used drugs before last sexual intercourse (among students who were currently sexually active),0.0057421309372401984,0.024321556579621095,4.235632528315455,0.018579425642380895
"('QN55', 'QN65')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who used a condom (during last sexual intercourse among students who were currently sexually active),0.014864607248842419,0.024385560675883256,1.6405116036807688,0.009520953427040837
"('QN55', 'QN66')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who used birth control pills (before last sexual intercourse to prevent pregnancy among students who were currently sexually active),0.004526225162281353,0.008640552995391706,1.9089976052001372,0.0041143278331103525
"('QN55', 'QN69')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who described themselves as slightly or very overweight,0.05065425262485616,0.08211725550435228,1.6211325061394186,0.031463002879496126
"('QN55', 'QN70')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who were trying to lose weight,0.007932034531930473,0.013568868407578085,1.7106416207539805,0.0056368338756476125
"('QN55', 'QN71')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who did not drink fruit juice (100% fruit juices one or more times during the 7 days before the survey),0.031906386094731565,0.03321812596006144,1.041112141670801,0.0013117398653298765
"('QN55', 'QN72')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who did not eat fruit (one or more times during the 7 days before the survey),0.04249940813416359,0.03955453149001536,0.9307078198630027,-0.002944876644148234
"('QN55', 'QN73')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who did not eat salad (during the 7 days before the survey),0.02327409169240595,0.020033282130056323,0.8607546277130522,-0.003240809562349626
"('QN55', 'QN74')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who did not eat potatoes (during the 7 days before the survey),0.010459336064174773,0.013376856118791603,1.278939316675166,0.00291752005461683
"('QN55', 'QN75')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who did not eat carrots (during the 7 days before the survey),0.03920182074448463,0.03782642089093702,0.964914898659621,-0.001375399853547614
"('QN55', 'QN76')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who did not eat other vegetables (during the 7 days before the survey),0.032625743961592034,0.02809779825908858,0.8612155570204351,-0.004527945702503453
"('QN55', 'QN77')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who did not drink a can, bottle, or glass of soda or pop (not including diet soda or diet pop, during the 7 days before the survey)",0.05093435657301422,0.04947516641065028,0.9713515540287193,-0.0014591901623639408
"('QN55', 'QN78')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who did not drink milk (during the 7 days before the survey),0.019740962346321347,0.022721454173067077,1.1509800674586228,0.002980491826745729
"('QN55', 'QN79')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who did not eat breakfast (during the 7 days before the survey),0.023770639600504323,0.017025089605734768,0.7162234543059397,-0.006745549994769555
"('QN55', 'QN80')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who were physically active at least 60 minutes per day on 5 or more days (doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey),0.018028508663264126,0.018689196108550948,1.0366468163078333,0.0006606874452868214
"('QN55', 'QN81')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who watched television 3 or more hours per day (on an average school day),0.012470991691855376,0.01708909370199693,1.3703075203840902,0.004618102010141553
"('QN55', 'QN82')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who played video or computer games or used a computer 3 or more hours per day (for something that was not school work on an average school day),0.044931219684081286,0.04365079365079365,0.9715025311511568,-0.0012804260332876377
"('QN55', 'QN83')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who attended physical education classes on 1 or more days (in an average week when they were in school),0.0255913152635317,0.029121863799283155,1.1379588543767651,0.003530548535751455
"('QN55', 'QN84')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who played on at least one sports team (run by their school or community groups during the 12 months before the survey),0.04156360630736281,0.04377880184331797,1.0532965190646304,0.0022151955359551584
"('QN55', 'QN85')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who were ever tested for HIV (not including tests done when donating blood),0.050641520627212604,0.05209933435739887,1.0287869264613452,0.0014578137301862679
"('QN55', 'QN86')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who saw a dentist (for a check-up, exam, teeth cleaning, or other dental work during the 12 months before the survey)",0.04468294573003209,0.040834613415258576,0.9138746953250445,-0.0038483323147735157
"('QN55', 'QN87')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who had ever been told by a doctor or nurse that they had asthma,0.009663586211453017,0.020097286226318484,2.079692340561906,0.010433700014865467
"('QN55', 'QN88')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who had 8 or more hours of sleep (on an average school night),0.06751778350373563,0.055171530977982594,0.8171407311516684,-0.01234625252575304
"('QN55', 'QN89')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who made mostly A's or B's in school (during the 12 months before the survey),0.0205621761943302,0.025025601638504865,1.2170697012802276,0.004463425444174666
"('QN55', 'QN90')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who usually used marijuana by smoking it in a joint, bong, pipe, or blunt (during the 30 days before the survey, among students who used marijuana)",0.02601147118576879,0.021121351766513058,0.8120014287415169,-0.004890119419255733
"('QN55', 'QN91')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who used hallucinogenic drugs (such as LSD, acid, PCP, angel dust, mescaline, or mushrooms, one or more times during their life)",0.06570347383953003,0.0460189452124936,0.7004035330747859,-0.01968452862703643
"('QN55', 'QN92')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who did not drink a can, bottle, or glass of a sports drink (such as Gatorade or PowerAde, not including low-calorie sports drinks such as Propel or G2, during the 7 days before the survey)",0.01520837118521822,0.04473886328725039,2.9417261547860125,0.029530492102032166
"('QN55', 'QN93')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who did not drink a bottle or glass of plain water (including tap, bottled, and unflavored sparkling water, during the 7 days before the survey)",0.004838159104548282,0.02803379416282642,5.7943100995732575,0.02319563505827814
"('QN55', 'QN94')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who have to avoid some foods because eating the food could cause an allergic reaction (such as skin rashes, swelling, itching, vomiting, coughing, or trouble breathing)",0.028888902653210664,0.021505376344086023,0.7444165187664528,-0.0073835263091246404
"('QN55', 'QN95')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who did exercises to strengthen or tone their muscles (such as push-ups, sit-ups, or weight lifting, on three or more days during the 7 days before the survey)",0.0025973275192838147,0.004672299027137737,1.7988871224165344,0.0020749715078539222
